t,Brier(t)
0.5,0.04576287955400213
0.5462184873949579,0.04672996834011268
0.592436974789916,0.04772394883238759
0.6386554621848739,0.048739060644870456
0.6848739495798319,0.04977072127283807
0.7310924369747899,0.05081524173956902
0.7773109243697478,0.051869622200865634
0.8235294117647058,0.05293140199505367
0.8697478991596639,0.05399854766031707
0.9159663865546218,0.05506936798607746
0.9621848739495797,0.05614244867092861
1.0084033613445378,0.057216601434843625
1.0546218487394956,0.058290823944511065
1.1008403361344539,0.05936426793527632
1.1470588235294117,0.06043621362092495
1.1932773109243697,0.06150604897970865
1.2394957983193278,0.06257325285961016
1.2857142857142856,0.0636373811023
1.3319327731092436,0.06469805507309347
1.3781512605042017,0.06575495212344808
1.4243697478991595,0.06680779761685468
1.4705882352941175,0.06785635822791786
1.5168067226890756,0.1022081068070013
1.5630252100840336,0.10287650276646335
1.6092436974789914,0.10354815427427509
1.6554621848739495,0.10422258130645742
1.7016806722689075,0.10489934928718615
1.7478991596638653,0.10557806417341653
1.7941176470588234,0.10625836816198042
1.8403361344537814,0.106939935928248
1.8865546218487395,0.10762247132047699
1.9327731092436973,0.10830570444623748
1.9789915966386553,0.10898938909735412
2.0252100840336134,0.1096733004680907
2.071428571428571,0.11035723312815805
2.117647058823529,0.1110409992178235
2.1638655462184873,0.11172442683715653
2.2100840336134455,0.11240735860543027
2.2563025210084033,0.1130896503700499
2.302521008403361,0.11377117004720874
2.348739495798319,0.11445179657886945
2.394957983193277,0.11513141899270389
2.441176470588235,0.11580993555336246
2.4873949579831933,0.1164872529949278
2.533613445378151,0.11716328582568103
2.579831932773109,0.11783795569740478
2.6260504201680672,0.11851119083239071
2.672268907563025,0.11918292550213595
2.718487394957983,0.1198530995524212
2.764705882352941,0.12052165797007695
2.810924369747899,0.12118855048728149
2.8571428571428568,0.12185373121969936
2.903361344537815,0.12251715833518084
2.949579831932773,0.12317879375009769
2.9957983193277307,0.12383860285070895
3.042016806722689,0.16387984241467102
3.0882352941176467,0.1641563912384541
3.1344537815126046,0.16443575838187857
3.180672268907563,0.16471780254682228
3.2268907563025206,0.16500238930543643
3.273109243697479,0.1652893907013375
3.3193277310924367,0.16557868487836994
3.3655462184873945,0.16587015573471575
3.411764705882353,0.1661636926003328
3.4579831932773106,0.1664591899358876
3.5042016806722684,0.16675654705151213
3.5504201680672267,0.1670556678438637
3.5966386554621845,0.16735646055010017
3.6428571428571423,0.1676588375175024
3.6890756302521006,0.16796271498758558
3.7352941176470584,0.1682680128936376
3.7815126050420167,0.16857465467071353
3.8277310924369745,0.1688825670771935
3.8739495798319323,0.16919168002708548
3.9201680672268906,0.16950192643232112
3.9663865546218484,0.16981324205435114
4.012605042016807,0.17012556536440362
4.0588235294117645,0.1704388374118175
4.105042016806722,0.17075300169990865
4.15126050420168,0.17106800406886868
4.197478991596638,0.17138379258523329
4.243697478991596,0.17170031743749284
4.289915966386554,0.17201753083744872
4.336134453781512,0.17233538692694872
4.38235294117647,0.1726538416896618
4.428571428571429,0.17297285286757538
4.474789915966387,0.1732923798819237
4.5210084033613445,0.1736123837582734
4.567226890756302,0.17393282705551422
4.61344537815126,0.1742536737985189
4.659663865546218,0.17457488941425214
4.705882352941176,0.17489644067112536
4.7521008403361344,0.1752182956214056
4.798319327731092,0.17554042354650115
4.84453781512605,0.17586279490495785
4.890756302521008,0.17618538128301076
4.936974789915966,0.17650815534754596
4.9831932773109235,0.17683109080133752
5.029411764705882,0.2695445696832553
5.07563025210084,0.26910841293228593
5.121848739495798,0.26867837194312927
5.168067226890756,0.26825432979398733
5.2142857142857135,0.2678361726456692
5.260504201680672,0.26742378963659064
5.30672268907563,0.26701707278216885
5.352941176470588,0.26661591687840014
5.399159663865546,0.2662202194094094
5.4453781512605035,0.2658298804587794
5.491596638655461,0.26544480262447595
5.53781512605042,0.2650648909371954
5.584033613445378,0.26469005278197183
5.630252100840336,0.2643201978228896
5.6764705882352935,0.26395523793075326
5.722689075630251,0.26359508711357976
5.768907563025209,0.26323966144978056
5.815126050420168,0.26288887902391034
5.861344537815126,0.26254265986486525
5.9075630252100835,0.26220092588642074
5.953781512605041,0.2618636008300021
5.999999999999999,0.26153061020959034
